period,haz_treated,haz_control,period_length_days,hr,hr_lo,hr_up,S_treated,S_control,delta_rmst_period_days
64,0.0024199199778959543,0.007944393627962213,30,0.30460726031732127,0.3035229175376159,0.3057061809656241,0.7447373789536624,0.5566357803897243,5.56351886842797
65,0.0025132004687649385,0.00824759111961794,30,0.3047193334775014,0.30359261850870706,0.3059014056727944,0.7428657046237693,0.5520448760705204,5.643047956918145
66,0.0025560721223735045,0.008384986523185294,30,0.3048391449772423,0.30363274891666325,0.30609021796093805,0.7409668863055131,0.5474159872244756,5.724624856597467
67,0.0025589318173875877,0.00839617675140244,30,0.3047734573906107,0.30357399102784094,0.30594042434281865,0.7390708025645154,0.5428197858391954,5.806526972431126
68,0.002621199720814942,0.008597920731611653,30,0.30486437391515775,0.3036270934121955,0.30607129914577486,0.7371335503831707,0.5381526643489996,5.887530501759599
69,0.002574962427287429,0.008446867681090622,30,0.3048422829034965,0.30349441495999385,0.3061203841756399,0.7352354591870411,0.5336069600010171,5.969426581025136
70,0.002603017755421363,0.00853777108220947,30,0.30488258942025115,0.30351864790540806,0.30617124873830887,0.7333216282323619,0.5290511459286548,6.04885497558072
71,0.0026541278425141162,0.008703685917536676,30,0.3049429710194884,0.30356244727454573,0.3062631385604424,0.7313752988813527,0.5244464509201789,6.128114469111214
72,0.0026704027699242777,0.00875428702363871,30,0.3050394352748018,0.3035346118592314,0.30644522681946956,0.7294222322573657,0.519855296160295,6.207865438835212
73,0.0027253016766293154,0.008932098092428412,30,0.3051132722041541,0.3035757853018608,0.3065520436576505,0.727434336624824,0.5152118976611229,6.28700808291212
74,0.0027714454896311125,0.009079818508566097,30,0.3052313751664167,0.30361447343718867,0.30672862165392767,0.7254182920135823,0.510533867136906,6.366673168911036
75,0.0028110120293781604,0.009207899399816755,30,0.3052826608242594,0.30364344126995313,0.30679399311677286,0.7233791324684011,0.5058329226481099,6.44653274630029
76,0.0028146244860365994,0.009216832025074189,30,0.30537873299409984,0.3036195439920722,0.30699725979752984,0.7213430918494677,0.5011707455673099,6.526386294608738
77,0.002891799465234186,0.009465666667092318,30,0.30550404603699133,0.3036627752481377,0.3071830233366158,0.719257112282207,0.49642683034647156,6.605170388464733
78,0.0029765652496197316,0.009739275595277229,30,0.3056249122946195,0.30371953993448986,0.307340929534808,0.7171161965562459,0.49159199263283737,6.684908458072064
79,0.0029579218715009557,0.00967848285330499,30,0.3056183408426343,0.30360693955675644,0.3073502962743037,0.7149950228740447,0.4868341279613184,6.765726117702257
80,0.0030213217768171007,0.009884163729658668,30,0.30567297947030636,0.30364326012330645,0.30742203986321065,0.7128347928411195,0.48202217973136313,6.844826847381789
81,0.003049765545088154,0.00997517124229143,30,0.3057356581667647,0.3035109602001751,0.3075482989497858,0.7106608138505726,0.47721392594596024,6.924378393292691
82,0.003011978289235049,0.00985301696422122,30,0.30569096756580233,0.3034883476992015,0.3076458410184143,0.7085203189082445,0.47251192903805206,7.00340663713837
83,0.0030660983666187503,0.010027182475660652,30,0.3057786545783128,0.3035236272008419,0.30778095752565954,0.7063479259157237,0.4677739657036611,7.0802516961057735
84,0.003092946473007768,0.010112934352700276,30,0.30584065565321444,0.30353302822497913,0.30787420739770827,0.7041632295895464,0.46304339829659774,7.157218806361879
85,0.0031166562890853977,0.010189285026918866,30,0.3058758569273081,0.303551445461477,0.30792419129777,0.7019685948315034,0.4583253171315206,7.233594938788459
86,0.003143667063280724,0.010275850788463632,30,0.3059276674988331,0.30357771501486036,0.3079938022347751,0.6997618392804742,0.4536156345601018,7.309298330999486
87,0.003176455166441261,0.010377610580426692,30,0.30608733502029867,0.3036146628097481,0.3082888421000994,0.6975390771708133,0.4489081881514439,7.384386141611172
88,0.003243776432997304,0.01059417180774803,30,0.3061849941516876,0.3036583961417339,0.30840408939682434,0.695276416351192,0.4441523776802626,7.458926670581082
89,0.00336179635682427,0.010974934366813117,30,0.3063158506888149,0.3037044023504184,0.3085926218039454,0.6929390386277167,0.43927783448635777,7.533721160127881
90,0.0033731563120610497,0.011009084545127815,30,0.30639752998843806,0.30370424070393265,0.3087234419022578,0.690601646935696,0.43444178766769675,7.609836124240767
91,0.0034250601247695594,0.011176244803002226,30,0.3064589390391217,0.3037312150887977,0.3087908274020861,0.6882362947726764,0.42958635989606864,7.6847957780399785
92,0.0035111461628574933,0.01145415374911995,30,0.30653911583186694,0.30377173036748434,0.3089005577860152,0.6858197965471461,0.4246658116812943,7.759498046298234
93,0.0035441097384706385,0.011555280804281165,30,0.3067090967756981,0.30370747737309967,0.3092375278930153,0.6833891759273674,0.419758678979339,7.834619545975554
94,0.003581191236526865,0.01167381163045862,30,0.3067713742427565,0.3037399736939545,0.3093294270424642,0.6809418285993989,0.414858495230684,7.908914908440851
95,0.00330890400219258,0.01083380897728746,30,0.30542388269255366,0.30364850659454984,0.3070348708852025,0.6786886574574861,0.41036399754074987,7.982500001061446
96,0.0034027134252227545,0.011135168696695778,30,0.3055825661835251,0.30373567597058954,0.30718833586878186,0.676379274451209,0.40579452520108317,8.049739797502086
97,0.003414994525927356,0.01117228190247652,30,0.30566669868671736,0.3037562683421326,0.3072877196714517,0.6740694429315075,0.40126087437105507,8.117542477503775
98,0.0034252262740333554,0.011201562495819009,30,0.30578111538562797,0.3037388082410458,0.3074857832309983,0.6717606025650554,0.3967661256096607,8.184257056813573
99,0.0035109834480590986,0.011479282556466956,30,0.30585390949203134,0.3037783295799047,0.30756910257096387,0.6694020622083913,0.39221153514495277,8.249834308661843
100,0.003567813492542995,0.011662233924865787,30,0.3059288225162277,0.303827383122719,0.3076545054629277,0.667013760498908,0.3876374724740616,8.315715811903155
101,0.003612109847822658,0.011805040021800967,30,0.3059803135908046,0.3038575861526554,0.3077177393932408,0.6646044335259766,0.38306139659755556,8.381288640745392
102,0.003658701117100127,0.011955178199290116,30,0.3060348458308531,0.3038912453490735,0.30778866614261746,0.6621728445426055,0.3784818293399628,8.446291107852632
103,0.0036836311213889494,0.012032513645079993,30,0.30613978342714443,0.30392564910071107,0.30797099457447163,0.6597336440447097,0.3739277415640149,8.51073045607928
104,0.003725470911063152,0.012164415181250618,30,0.3062597630509466,0.3039563851501794,0.30812410401068263,0.6572758255447715,0.36937912926784283,8.574177074420843
105,0.003593336406827449,0.011729373872193116,30,0.3063536422303145,0.3037302837660083,0.3083928785778429,0.6549140123915139,0.36504654336007514,8.63690088830786
106,0.0037346045332181496,0.01218719027404269,30,0.30643687751166293,0.3037563579481386,0.30847491918033615,0.6524681675519685,0.3605976516772643,8.696024070943164
107,0.0038831880531553886,0.012666505575742011,30,0.3065713767648904,0.30377892404718404,0.3086494194487796,0.6499345109586665,0.35603013951169477,8.756115476241124
108,0.003952737124041284,0.012886544810835563,30,0.30673366539009367,0.3038381454713183,0.3088845126229375,0.6473654906890045,0.35144214116486927,8.817131143409153
109,0.0036433738637032765,0.011895769636129675,30,0.3062747493560794,0.30336611229797766,0.30879524907015876,0.6450068961799648,0.3472614664131438,8.877700485724057
110,0.003641339601340599,0.011886110709966298,30,0.3063524890683879,0.30332971810326287,0.3089232406401538,0.6426582070257668,0.34313387817805197,8.932362893004628
111,0.0036725265570881757,0.011983261367171882,30,0.3064713724052664,0.3032926920789012,0.30902475111027655,0.640298027693334,0.33902201523191305,8.985729865431445
112,0.0038532536747308403,0.012561464921085655,30,0.30675193529878625,0.3033862308586224,0.3092902589124701,0.6378307969652017,0.3347634020801016,9.038280373842628
113,0.0038827532760786535,0.01265588755138179,30,0.3067942299830823,0.30340356147521813,0.30935172119959753,0.6353542573487012,0.3305266741070578,9.092021846553004
